[ikvasilev@sms results]$ cat all_experiments_h20.csv
Experiment,Recipient_Size,Donor_R,Donor_Size,rmse_01,np_01,mape_01,rmse_03,np_03,mape_03
EXP1_CLEAR,34782,None,0,0.063669,0.132000,0.068860,0.075404,0.049000,0.098569
EXP2_MIX,10000,None,0,0.089772,0.288000,0.124132,0.104006,0.136000,0.146449
EXP2_MIX,0,28.0100,10000,0.213139,0.334000,0.383218,0.224742,0.181000,0.405095
EXP2_MIX,909,28.0100,9091,0.266656,0.452000,0.593475,0.275368,0.330000,0.588492
EXP2_MIX,1818,28.0100,8182,0.286485,0.506000,0.640819,0.301479,0.305000,0.683274
EXP2_MIX,2727,28.0100,7273,0.121175,0.296000,0.190479,0.134357,0.156000,0.213115
EXP2_MIX,3636,28.0100,6364,0.194300,0.369000,0.354118,0.219821,0.217000,0.451281
EXP1_CLEAR,36086,None,0,0.075114,0.187000,0.084810,0.088523,0.081000,0.113615
EXP2_MIX,4545,28.0100,5455,0.155796,0.367000,0.231936,0.146816,0.188000,0.216635
EXP2_MIX,5454,28.0100,4546,0.134045,0.375000,0.209763,0.158929,0.160000,0.238807
EXP2_MIX,6363,28.0100,3637,0.134125,0.372000,0.186453,0.151333,0.182000,0.232470
EXP2_MIX,7272,28.0100,2728,0.171960,0.312000,0.300127,0.176188,0.161000,0.290508
EXP2_MIX,8181,28.0100,1819,0.147392,0.365000,0.218861,0.163916,0.209000,0.245421
EXP2_MIX,9090,28.0100,910,0.112861,0.347000,0.166500,0.131131,0.173000,0.205984
EXP1_CLEAR,37391,None,0,0.054270,0.172000,0.073980,0.091057,0.066000,0.101995
EXP2_MIX,10000,None,0,0.089772,0.288000,0.124132,0.104006,0.136000,0.146449
EXP1_CLEAR,38695,None,0,0.057376,0.141000,0.064491,0.076403,0.051000,0.080478
EXP2_MIX,0,28.1000,10000,0.153028,0.325000,0.176344,0.149933,0.173000,0.186982
EXP2_MIX,909,28.1000,9091,0.264032,0.488000,0.560727,0.280904,0.349000,0.631764
EXP2_MIX,1818,28.1000,8182,0.268744,0.436000,0.566659,0.259631,0.306000,0.506185
EXP2_MIX,2727,28.1000,7273,0.249369,0.456000,0.514053,0.255308,0.280000,0.543599
EXP2_MIX,3636,28.1000,6364,0.109964,0.352000,0.122186,0.120237,0.201000,0.166355
EXP2_MIX,4545,28.1000,5455,0.123231,0.355000,0.196683,0.127026,0.191000,0.195576
EXP2_MIX,5454,28.1000,4546,0.082115,0.361000,0.115798,0.108413,0.161000,0.146361
EXP2_MIX,6363,28.1000,3637,0.117642,0.304000,0.156959,0.148344,0.138000,0.221946
EXP1_CLEAR,40000,None,0,0.083406,0.177000,0.083250,0.112031,0.078000,0.123159
EXP2_MIX,7272,28.1000,2728,0.165779,0.319000,0.275135,0.168939,0.156000,0.281832
EXP2_MIX,8181,28.1000,1819,0.123110,0.325000,0.172202,0.147258,0.177000,0.244467
EXP2_MIX,10000,None,0,0.089772,0.288000,0.124132,0.104006,0.136000,0.146449
EXP2_MIX,9090,28.1000,910,0.131599,0.340000,0.211225,0.146512,0.198000,0.241349
EXP3_HYBRID,10000,None,0,0.089772,0.288000,0.124132,0.104006,0.136000,0.146449
EXP3_HYBRID,10000,27.9000,1304,0.090031,0.266000,0.120312,0.095830,0.108000,0.127708
EXP3_HYBRID,10000,27.9000,2608,0.095640,0.241000,0.137444,0.101427,0.119000,0.139023
EXP3_HYBRID,10000,27.9000,3913,0.082509,0.252000,0.101786,0.099205,0.115000,0.141446
EXP3_HYBRID,10000,27.9000,5217,0.074765,0.260000,0.101413,0.104423,0.098000,0.143620
EXP3_HYBRID,10000,27.9000,6521,0.083800,0.265000,0.111186,0.107684,0.116000,0.135003
EXP3_HYBRID,10000,27.9000,7826,0.079646,0.277000,0.100534,0.094671,0.095000,0.110967
EXP3_HYBRID,10000,27.9000,9130,0.076059,0.236000,0.104454,0.097662,0.097000,0.133315
EXP3_HYBRID,10000,None,0,0.089772,0.288000,0.124132,0.104006,0.136000,0.146449
EXP3_HYBRID,10000,27.9000,10434,0.070692,0.269000,0.096037,0.085279,0.116000,0.113126
EXP3_HYBRID,10000,27.9900,1304,0.087402,0.274000,0.114454,0.095707,0.124000,0.131483
EXP3_HYBRID,10000,27.9000,11739,0.049010,0.246000,0.073151,0.074344,0.103000,0.095767
EXP3_HYBRID,10000,27.9000,13043,0.062157,0.224000,0.090326,0.098599,0.098000,0.136172
EXP3_HYBRID,10000,27.9000,14347,0.054350,0.235000,0.081276,0.077879,0.090000,0.107265
EXP3_HYBRID,10000,27.9900,2608,0.085356,0.280000,0.112435,0.095083,0.098000,0.148830
EXP3_HYBRID,10000,27.9900,3913,0.060633,0.264000,0.088950,0.077939,0.117000,0.117046
EXP3_HYBRID,10000,27.9000,15652,0.069458,0.228000,0.099932,0.083331,0.098000,0.126418
EXP3_HYBRID,10000,27.9000,16956,0.069318,0.229000,0.101975,0.085799,0.097000,0.118106
EXP3_HYBRID,10000,27.9900,5217,0.080626,0.256000,0.106034,0.087825,0.098000,0.113119
EXP3_HYBRID,10000,27.9000,18260,0.041344,0.206000,0.068121,0.072356,0.089000,0.094599
EXP3_HYBRID,10000,27.9000,19565,0.061481,0.201000,0.086454,0.075207,0.081000,0.103113
EXP3_HYBRID,10000,27.9900,6521,0.067283,0.247000,0.097554,0.079233,0.100000,0.096348
EXP3_HYBRID,10000,27.9000,20869,0.056963,0.198000,0.085470,0.071179,0.095000,0.105453
EXP3_HYBRID,10000,27.9900,7826,0.048838,0.223000,0.072924,0.089310,0.074000,0.101401
EXP3_HYBRID,10000,27.9900,9130,0.059276,0.216000,0.078881,0.070802,0.086000,0.097298
EXP3_HYBRID,10000,27.9000,22173,0.068616,0.207000,0.087994,0.087789,0.089000,0.108356
EXP3_HYBRID,10000,27.9000,23478,0.058023,0.197000,0.078445,0.084438,0.094000,0.102653
EXP3_HYBRID,10000,27.9900,10434,0.068764,0.206000,0.089616,0.081679,0.095000,0.100387
EXP3_HYBRID,10000,27.9900,11739,0.067862,0.207000,0.090495,0.089696,0.088000,0.118052
EXP3_HYBRID,10000,27.9000,24782,0.058576,0.170000,0.078613,0.062579,0.081000,0.088210
EXP3_HYBRID,10000,27.9900,13043,0.067934,0.208000,0.089077,0.111260,0.072000,0.140764
EXP3_HYBRID,10000,27.9000,26086,0.052859,0.161000,0.078962,0.072903,0.073000,0.103413
EXP3_HYBRID,10000,27.9000,27391,0.051139,0.180000,0.078494,0.058158,0.074000,0.090603
EXP3_HYBRID,10000,27.9900,14347,0.080275,0.187000,0.102308,0.104872,0.069000,0.117717
EXP3_HYBRID,10000,27.9000,28695,0.054621,0.169000,0.080180,0.070001,0.077000,0.098003
EXP3_HYBRID,10000,None,0,0.089772,0.288000,0.124132,0.104006,0.136000,0.146449
EXP3_HYBRID,10000,27.9900,15652,0.053518,0.207000,0.075938,0.081820,0.087000,0.104112
EXP3_HYBRID,10000,27.9900,16956,0.048947,0.199000,0.072210,0.084300,0.077000,0.099628
EXP3_HYBRID,10000,27.9000,30000,0.058573,0.166000,0.082341,0.071168,0.075000,0.107234
EXP3_HYBRID,10000,28.0001,1304,0.081420,0.272000,0.101901,0.106236,0.125000,0.152057
EXP3_HYBRID,10000,28.0001,2608,0.073455,0.287000,0.100591,0.092793,0.125000,0.120430
EXP3_HYBRID,10000,28.0001,3913,0.087534,0.287000,0.112200,0.102208,0.111000,0.141131
EXP3_HYBRID,10000,27.9900,18260,0.064368,0.171000,0.071770,0.068982,0.070000,0.085031
EXP3_HYBRID,10000,27.9900,19565,0.062447,0.178000,0.067588,0.071430,0.084000,0.089248
EXP3_HYBRID,10000,28.0001,5217,0.089464,0.301000,0.131266,0.100801,0.101000,0.129616
EXP3_HYBRID,10000,28.0001,6521,0.095882,0.258000,0.115566,0.106372,0.104000,0.146645
EXP3_HYBRID,10000,27.9900,20869,0.058962,0.169000,0.066411,0.083455,0.071000,0.094879
EXP3_HYBRID,10000,28.0001,7826,0.086901,0.292000,0.114141,0.119428,0.106000,0.152014
EXP3_HYBRID,10000,27.9900,22173,0.054180,0.156000,0.067211,0.073885,0.062000,0.091969
EXP3_HYBRID,10000,28.0001,9130,0.098407,0.289000,0.144134,0.104208,0.123000,0.149983
EXP3_HYBRID,10000,27.9900,23478,0.058957,0.153000,0.069280,0.067663,0.066000,0.086882
EXP3_HYBRID,10000,28.0001,10434,0.102488,0.241000,0.103280,0.105666,0.083000,0.124872
EXP3_HYBRID,10000,28.0001,11739,0.103650,0.231000,0.107281,0.113181,0.089000,0.141681
EXP3_HYBRID,10000,27.9900,24782,0.057870,0.150000,0.068941,0.068541,0.056000,0.091871
EXP3_HYBRID,10000,28.0001,13043,0.101431,0.238000,0.114739,0.120719,0.091000,0.151884
EXP3_HYBRID,10000,27.9900,26086,0.061220,0.148000,0.070708,0.072253,0.053000,0.094187
EXP3_HYBRID,10000,28.0001,14347,0.107246,0.242000,0.115566,0.137714,0.083000,0.175040
EXP3_HYBRID,10000,27.9900,27391,0.070199,0.149000,0.076323,0.088522,0.052000,0.116362
EXP3_HYBRID,10000,None,0,0.089772,0.288000,0.124132,0.104006,0.136000,0.146449
EXP3_HYBRID,10000,28.0001,15652,0.103666,0.228000,0.116716,0.143168,0.082000,0.172545
EXP3_HYBRID,10000,28.0100,1304,0.080641,0.284000,0.098290,0.096701,0.113000,0.125043
EXP3_HYBRID,10000,28.0001,16956,0.106563,0.230000,0.123489,0.135371,0.078000,0.177973
EXP3_HYBRID,10000,27.9900,28695,0.064557,0.147000,0.072261,0.070798,0.071000,0.087560
EXP3_HYBRID,10000,28.0100,2608,0.091380,0.292000,0.101290,0.093250,0.124000,0.118889
EXP3_HYBRID,10000,28.0001,18260,0.111580,0.227000,0.131680,0.137471,0.078000,0.171543
EXP3_HYBRID,10000,27.9900,30000,0.051589,0.143000,0.065746,0.065370,0.060000,0.086540
EXP3_HYBRID,10000,28.0100,3913,0.089426,0.289000,0.116190,0.110703,0.109000,0.138023
EXP3_HYBRID,10000,28.0001,19565,0.085017,0.230000,0.110440,0.133354,0.087000,0.182554
EXP3_HYBRID,10000,28.0100,5217,0.088818,0.292000,0.105024,0.114492,0.127000,0.140363
EXP3_HYBRID,10000,28.0100,6521,0.101037,0.287000,0.136225,0.117674,0.114000,0.151227
EXP3_HYBRID,10000,28.0001,20869,0.100394,0.207000,0.114115,0.134943,0.070000,0.186324
EXP3_HYBRID,10000,28.0001,22173,0.098222,0.225000,0.118100,0.141367,0.069000,0.190779
EXP3_HYBRID,10000,28.0100,7826,0.123959,0.307000,0.128561,0.148654,0.122000,0.202082
EXP3_HYBRID,10000,28.0001,23478,0.111391,0.208000,0.130333,0.136242,0.071000,0.192265
EXP3_HYBRID,10000,28.0100,9130,0.135449,0.298000,0.161772,0.153867,0.113000,0.208029
EXP3_HYBRID,10000,28.0001,24782,0.110021,0.183000,0.129696,0.137840,0.058000,0.181124
EXP3_HYBRID,10000,28.0100,10434,0.123169,0.291000,0.155942,0.154138,0.097000,0.213476
EXP3_HYBRID,10000,28.0100,11739,0.147442,0.280000,0.197045,0.164590,0.115000,0.235411
EXP3_HYBRID,10000,28.0001,26086,0.112027,0.203000,0.138522,0.134463,0.083000,0.191181
EXP3_HYBRID,10000,28.0100,13043,0.136527,0.278000,0.174585,0.166801,0.092000,0.242303
EXP3_HYBRID,10000,28.0001,27391,0.119128,0.188000,0.146415,0.139819,0.083000,0.194782
EXP3_HYBRID,10000,None,0,0.089772,0.288000,0.124132,0.104006,0.136000,0.146449
EXP3_HYBRID,10000,28.0100,14347,0.139500,0.268000,0.170114,0.160754,0.098000,0.223244
EXP3_HYBRID,10000,28.0001,28695,0.113180,0.182000,0.125553,0.137271,0.064000,0.189906
EXP3_HYBRID,10000,28.0100,15652,0.144163,0.243000,0.202260,0.169254,0.094000,0.238207
EXP3_HYBRID,10000,28.1000,1304,0.104542,0.262000,0.138495,0.102288,0.136000,0.141061
EXP3_HYBRID,10000,28.0100,16956,0.149847,0.248000,0.190700,0.164478,0.095000,0.242858
EXP3_HYBRID,10000,28.1000,2608,0.089857,0.278000,0.117332,0.106507,0.117000,0.145902
EXP3_HYBRID,10000,28.0100,18260,0.142826,0.245000,0.172640,0.171882,0.081000,0.259700
EXP3_HYBRID,10000,28.0001,30000,0.106532,0.188000,0.116967,0.139075,0.073000,0.193555
EXP3_HYBRID,10000,28.1000,3913,0.066732,0.284000,0.090718,0.088943,0.104000,0.114212
EXP3_HYBRID,10000,28.0100,19565,0.150236,0.241000,0.176527,0.179628,0.080000,0.247843
EXP3_HYBRID,10000,28.1000,5217,0.082964,0.271000,0.094079,0.093271,0.103000,0.119418
EXP3_HYBRID,10000,28.1000,6521,0.084893,0.311000,0.104978,0.102094,0.117000,0.138791
EXP3_HYBRID,10000,28.0100,20869,0.168843,0.198000,0.221892,0.185820,0.073000,0.278232
EXP3_HYBRID,10000,28.0100,22173,0.158769,0.208000,0.204952,0.184073,0.069000,0.269349
EXP3_HYBRID,10000,28.1000,7826,0.061495,0.316000,0.076481,0.080223,0.122000,0.112756
EXP3_HYBRID,10000,28.0100,23478,0.157458,0.200000,0.210653,0.187752,0.072000,0.302758
EXP3_HYBRID,10000,28.1000,9130,0.074672,0.300000,0.090375,0.087551,0.121000,0.103741
EXP3_HYBRID,10000,28.0100,24782,0.164918,0.194000,0.216398,0.191366,0.052000,0.298056
EXP3_HYBRID,10000,28.1000,10434,0.087321,0.275000,0.087172,0.102314,0.134000,0.122212
EXP3_HYBRID,10000,28.1000,11739,0.098450,0.269000,0.098502,0.106745,0.122000,0.127144
EXP3_HYBRID,10000,28.1000,13043,0.087451,0.268000,0.095195,0.096950,0.116000,0.132356
EXP3_HYBRID,10000,28.0100,26086,0.170766,0.179000,0.243490,0.197868,0.055000,0.311819
EXP3_HYBRID,10000,28.1000,14347,0.086922,0.243000,0.084911,0.123579,0.086000,0.141281
EXP3_HYBRID,10000,28.0100,27391,0.183208,0.184000,0.272430,0.201256,0.060000,0.321064
EXP3_HYBRID,10000,28.1000,15652,0.102304,0.236000,0.098116,0.124648,0.097000,0.141185
EXP3_HYBRID,10000,None,0,0.089772,0.288000,0.124132,0.104006,0.136000,0.146449
EXP3_HYBRID,10000,28.0100,28695,0.186092,0.167000,0.265442,0.202882,0.054000,0.324774
EXP3_HYBRID,10000,30.0000,1304,0.082181,0.305000,0.106333,0.091914,0.128000,0.125324
EXP3_HYBRID,10000,28.1000,16956,0.093967,0.233000,0.096132,0.114949,0.100000,0.132870
EXP3_HYBRID,10000,30.0000,2608,0.076116,0.299000,0.108423,0.093757,0.130000,0.126267
EXP3_HYBRID,10000,28.0100,30000,0.179245,0.174000,0.251258,0.204064,0.054000,0.315767
EXP3_HYBRID,10000,28.1000,18260,0.097324,0.237000,0.093832,0.121579,0.097000,0.141856
EXP3_HYBRID,10000,30.0000,3913,0.065713,0.318000,0.092824,0.092984,0.111000,0.118509
EXP3_HYBRID,10000,28.1000,19565,0.089996,0.228000,0.092374,0.119673,0.076000,0.146683
EXP3_HYBRID,10000,30.0000,5217,0.086873,0.314000,0.087064,0.078350,0.112000,0.092446
EXP3_HYBRID,10000,28.1000,20869,0.101739,0.217000,0.118785,0.124866,0.073000,0.168108
EXP3_HYBRID,10000,30.0000,6521,0.098418,0.381000,0.104134,0.094836,0.134000,0.119192
EXP3_HYBRID,10000,30.0000,7826,0.076905,0.386000,0.101775,0.100675,0.132000,0.136163
EXP3_HYBRID,10000,28.1000,22173,0.109931,0.206000,0.122839,0.121635,0.072000,0.144311
EXP3_HYBRID,10000,28.1000,23478,0.092942,0.196000,0.108699,0.119223,0.071000,0.159967
EXP3_HYBRID,10000,30.0000,9130,0.097611,0.388000,0.129207,0.102013,0.154000,0.150091
EXP3_HYBRID,10000,30.0000,10434,0.099972,0.430000,0.125869,0.121112,0.156000,0.160401
EXP3_HYBRID,10000,28.1000,24782,0.107117,0.194000,0.134170,0.134220,0.069000,0.194129
EXP3_HYBRID,10000,30.0000,11739,0.113643,0.433000,0.147209,0.124402,0.164000,0.179740
EXP3_HYBRID,10000,30.0000,13043,0.106129,0.436000,0.137716,0.138690,0.154000,0.199383
EXP3_HYBRID,10000,30.0000,14347,0.101177,0.433000,0.147835,0.142495,0.143000,0.198865
EXP3_HYBRID,10000,28.1000,26086,0.098369,0.198000,0.113166,0.132980,0.072000,0.185808
EXP3_HYBRID,10000,28.1000,27391,0.101859,0.185000,0.111159,0.121340,0.069000,0.155542
EXP3_HYBRID,10000,None,0,0.089772,0.288000,0.124132,0.104006,0.136000,0.146449
EXP3_HYBRID,10000,30.0000,15652,0.127718,0.434000,0.176485,0.139832,0.125000,0.215536
EXP3_HYBRID,10000,31.0000,1304,0.082187,0.308000,0.108712,0.095888,0.124000,0.129798
EXP3_HYBRID,10000,28.1000,28695,0.101388,0.191000,0.113392,0.133917,0.057000,0.183478
EXP3_HYBRID,10000,30.0000,16956,0.105545,0.411000,0.153916,0.137726,0.155000,0.214359
EXP3_HYBRID,10000,28.1000,30000,0.107501,0.180000,0.128256,0.138544,0.060000,0.171899
EXP3_HYBRID,10000,31.0000,2608,0.080740,0.315000,0.108218,0.092117,0.132000,0.129619
EXP3_HYBRID,10000,31.0000,3913,0.080157,0.352000,0.115323,0.091474,0.134000,0.115661
EXP3_HYBRID,10000,30.0000,18260,0.135809,0.403000,0.193174,0.146973,0.149000,0.227599
EXP3_HYBRID,10000,30.0000,20869,0.136488,0.404000,0.213140,0.144711,0.151000,0.224505
EXP3_HYBRID,10000,31.0000,5217,0.072882,0.370000,0.101500,0.094163,0.148000,0.119306
EXP3_HYBRID,10000,30.0000,19565,0.131084,0.394000,0.202068,0.138819,0.139000,0.224178
EXP3_HYBRID,10000,31.0000,6521,0.090574,0.409000,0.125007,0.096356,0.164000,0.135515
EXP3_HYBRID,10000,31.0000,7826,0.096033,0.461000,0.140081,0.091278,0.212000,0.117603
EXP3_HYBRID,10000,30.0000,22173,0.131363,0.384000,0.204154,0.151227,0.127000,0.248491
EXP3_HYBRID,10000,31.0000,9130,0.105850,0.464000,0.139643,0.111909,0.222000,0.150893
EXP3_HYBRID,10000,30.0000,23478,0.146584,0.372000,0.228794,0.155188,0.118000,0.258191
EXP3_HYBRID,10000,31.0000,11739,0.091525,0.534000,0.152756,0.111938,0.282000,0.149723
EXP3_HYBRID,10000,31.0000,10434,0.097583,0.492000,0.135434,0.115788,0.249000,0.179877
EXP3_HYBRID,10000,30.0000,24782,0.152285,0.363000,0.253113,0.159219,0.106000,0.266765
EXP3_HYBRID,10000,31.0000,13043,0.126984,0.574000,0.179467,0.127612,0.260000,0.187807
EXP3_HYBRID,10000,30.0000,26086,0.156495,0.393000,0.255241,0.159045,0.127000,0.277009
EXP3_HYBRID,10000,None,0,0.089772,0.288000,0.124132,0.104006,0.136000,0.146449
EXP3_HYBRID,10000,31.0000,14347,0.133572,0.580000,0.219819,0.129767,0.290000,0.215944
EXP3_HYBRID,10000,30.0000,27391,0.141282,0.327000,0.243479,0.151814,0.119000,0.256015
EXP3_HYBRID,10000,31.0000,15652,0.136192,0.562000,0.226526,0.131225,0.293000,0.206205
EXP3_HYBRID,10000,32.0000,1304,0.081007,0.289000,0.115840,0.101409,0.131000,0.151378
EXP3_HYBRID,10000,30.0000,28695,0.138618,0.345000,0.225442,0.155216,0.097000,0.274539
EXP3_HYBRID,10000,31.0000,16956,0.120700,0.619000,0.162480,0.128970,0.311000,0.199628
EXP3_HYBRID,10000,32.0000,2608,0.085531,0.323000,0.115631,0.102126,0.131000,0.147279
EXP3_HYBRID,10000,31.0000,18260,0.121906,0.629000,0.197087,0.138491,0.315000,0.266265
EXP3_HYBRID,10000,30.0000,30000,0.155012,0.304000,0.259940,0.162110,0.082000,0.285285
EXP3_HYBRID,10000,32.0000,3913,0.091038,0.344000,0.098191,0.094125,0.142000,0.114542
EXP3_HYBRID,10000,31.0000,19565,0.146186,0.624000,0.243212,0.145945,0.306000,0.253583
EXP3_HYBRID,10000,32.0000,5217,0.084643,0.380000,0.126210,0.090126,0.171000,0.120515
EXP3_HYBRID,10000,32.0000,6521,0.084034,0.447000,0.097647,0.086141,0.177000,0.108146
EXP3_HYBRID,10000,31.0000,20869,0.144238,0.597000,0.259663,0.136473,0.303000,0.249620
EXP3_HYBRID,10000,32.0000,7826,0.084804,0.458000,0.114054,0.085886,0.187000,0.109885
EXP3_HYBRID,10000,31.0000,22173,0.151861,0.586000,0.254353,0.167676,0.296000,0.292743
EXP3_HYBRID,10000,31.0000,23478,0.148752,0.588000,0.242752,0.166302,0.287000,0.291147
EXP3_HYBRID,10000,32.0000,9130,0.093034,0.481000,0.116619,0.096537,0.179000,0.129571
EXP3_HYBRID,10000,32.0000,10434,0.099563,0.506000,0.134002,0.092630,0.199000,0.119003
EXP3_HYBRID,10000,31.0000,24782,0.175527,0.584000,0.310934,0.175651,0.298000,0.318509
EXP3_HYBRID,10000,32.0000,11739,0.112681,0.537000,0.152692,0.099503,0.223000,0.128195
EXP3_HYBRID,10000,31.0000,26086,0.201090,0.579000,0.346553,0.184852,0.254000,0.336511
EXP3_HYBRID,10000,32.0000,13043,0.106923,0.574000,0.147296,0.100540,0.269000,0.133551
EXP3_HYBRID,10000,32.0000,14347,0.118451,0.584000,0.177701,0.096117,0.277000,0.142126
EXP3_HYBRID,10000,31.0000,27391,0.195815,0.568000,0.369917,0.190879,0.243000,0.352314
EXP3_HYBRID,10000,None,0,0.089772,0.288000,0.124132,0.104006,0.136000,0.146449
EXP3_HYBRID,10000,32.0000,15652,0.115166,0.611000,0.159952,0.113956,0.312000,0.155541
EXP3_HYBRID,10000,33.0000,1304,0.069464,0.307000,0.100873,0.096773,0.138000,0.130884
EXP3_HYBRID,10000,31.0000,28695,0.182915,0.565000,0.320237,0.193879,0.249000,0.350919
EXP3_HYBRID,10000,33.0000,2608,0.085235,0.304000,0.102371,0.102406,0.123000,0.150631
EXP3_HYBRID,10000,32.0000,16956,0.133040,0.618000,0.184614,0.110270,0.325000,0.149763
EXP3_HYBRID,10000,33.0000,3913,0.085752,0.330000,0.113029,0.103102,0.131000,0.148739
EXP3_HYBRID,10000,32.0000,18260,0.143997,0.629000,0.217303,0.125570,0.346000,0.192208
EXP3_HYBRID,10000,31.0000,30000,0.197475,0.551000,0.365850,0.204508,0.230000,0.380751
EXP3_HYBRID,10000,32.0000,19565,0.142786,0.626000,0.206186,0.129600,0.350000,0.196541
EXP3_HYBRID,10000,33.0000,5217,0.089571,0.363000,0.144065,0.096540,0.140000,0.147020
EXP3_HYBRID,10000,32.0000,20869,0.159050,0.640000,0.280030,0.149222,0.372000,0.248014
EXP3_HYBRID,10000,33.0000,6521,0.072921,0.372000,0.101749,0.089255,0.162000,0.124423
EXP3_HYBRID,10000,33.0000,7826,0.067832,0.440000,0.097886,0.094042,0.166000,0.131540
EXP3_HYBRID,10000,32.0000,22173,0.151422,0.639000,0.259320,0.147243,0.353000,0.272828
EXP3_HYBRID,10000,32.0000,23478,0.163971,0.674000,0.277354,0.169122,0.398000,0.313858
EXP3_HYBRID,10000,33.0000,9130,0.084895,0.461000,0.102686,0.093143,0.183000,0.130458
EXP3_HYBRID,10000,32.0000,24782,0.165339,0.685000,0.280302,0.164309,0.381000,0.287828
EXP3_HYBRID,10000,33.0000,10434,0.090829,0.493000,0.118707,0.087638,0.208000,0.121994
EXP3_HYBRID,10000,33.0000,11739,0.109140,0.473000,0.136791,0.095704,0.232000,0.129307
