[ikvasilev@sms results]$ cat all_experiments_h10.csv
Experiment,Recipient_Size,Donor_R,Donor_Size,rmse_01,np_01,mape_01,rmse_03,np_03,mape_03
EXP2_MIX,6363,28.0001,3637,0.046301,0.302000,0.044135,0.056404,0.141000,0.066260
EXP2_MIX,4545,28.0001,5455,0.037566,0.339000,0.054793,0.053143,0.176000,0.071684
EXP2_MIX,7272,28.0001,2728,0.062776,0.268000,0.061737,0.086174,0.142000,0.083159
EXP2_MIX,9090,28.0001,910,0.053247,0.289000,0.066704,0.063107,0.155000,0.074952
EXP2_MIX,8181,28.0001,1819,0.045417,0.279000,0.045782,0.057705,0.141000,0.062991
EXP2_MIX,10000,None,0,0.027634,0.262000,0.038266,0.043639,0.114000,0.049294
EXP2_MIX,0,28.0100,10000,0.091240,0.352000,0.127970,0.111120,0.203000,0.172031
EXP2_MIX,909,28.0100,9091,0.219354,0.461000,0.430003,0.224021,0.357000,0.470315
EXP1_CLEAR,58695,None,0,0.024606,0.090000,0.029876,0.030038,0.038000,0.035355
EXP2_MIX,1818,28.0100,8182,0.153883,0.469000,0.292876,0.169369,0.338000,0.337383
EXP2_MIX,2727,28.0100,7273,0.062665,0.255000,0.074717,0.053815,0.144000,0.074492
EXP1_CLEAR,55652,None,0,0.029547,0.086000,0.034658,0.036784,0.031000,0.041139
EXP2_MIX,3636,28.0100,6364,0.112811,0.337000,0.156085,0.119862,0.198000,0.167650
EXP2_MIX,4545,28.0100,5455,0.047707,0.357000,0.051918,0.051854,0.178000,0.071505
EXP2_MIX,5454,28.0100,4546,0.060955,0.332000,0.056145,0.067469,0.155000,0.066585
EXP2_MIX,6363,28.0100,3637,0.044255,0.317000,0.046266,0.069398,0.156000,0.062586
EXP2_MIX,7272,28.0100,2728,0.089846,0.318000,0.078315,0.088697,0.172000,0.081324
EXP2_MIX,8181,28.0100,1819,0.063424,0.292000,0.067861,0.070234,0.162000,0.067922
EXP1_CLEAR,61739,None,0,0.019540,0.088000,0.034452,0.028117,0.025000,0.041078
EXP2_MIX,9090,28.0100,910,0.051679,0.277000,0.062712,0.054150,0.134000,0.069613
EXP2_MIX,10000,None,0,0.027634,0.262000,0.038266,0.043639,0.114000,0.049294
EXP2_MIX,0,28.1000,10000,0.072489,0.299000,0.066432,0.080393,0.158000,0.091428
EXP2_MIX,909,28.1000,9091,0.182601,0.482000,0.341774,0.181858,0.378000,0.355970
EXP2_MIX,3636,28.1000,6364,0.048907,0.280000,0.060341,0.046330,0.163000,0.071653
EXP2_MIX,2727,28.1000,7273,0.119699,0.383000,0.201072,0.137234,0.220000,0.256787
EXP2_MIX,1818,28.1000,8182,0.116606,0.440000,0.193628,0.129915,0.286000,0.233012
EXP2_MIX,5454,28.1000,4546,0.053686,0.332000,0.048602,0.051672,0.144000,0.057040
EXP2_MIX,4545,28.1000,5455,0.062716,0.333000,0.078728,0.062599,0.153000,0.076300
EXP2_MIX,7272,28.1000,2728,0.052061,0.285000,0.048053,0.076989,0.145000,0.069542
EXP2_MIX,6363,28.1000,3637,0.044381,0.280000,0.043783,0.062808,0.124000,0.058826
EXP2_MIX,8181,28.1000,1819,0.069555,0.285000,0.053390,0.073253,0.146000,0.067017
EXP2_MIX,9090,28.1000,910,0.044802,0.299000,0.052593,0.052005,0.150000,0.058598
EXP2_MIX,10000,None,0,0.027634,0.262000,0.038266,0.043639,0.114000,0.049294
EXP3_HYBRID,10000,None,0,0.027634,0.262000,0.038266,0.043639,0.114000,0.049294
EXP3_HYBRID,10000,27.9000,1304,0.024396,0.244000,0.036604,0.050807,0.084000,0.056927
EXP1_CLEAR,64782,None,0,0.013463,0.080000,0.026240,0.020992,0.027000,0.029654
EXP3_HYBRID,10000,27.9000,3913,0.022957,0.236000,0.032301,0.052942,0.097000,0.054795
EXP3_HYBRID,10000,27.9000,2608,0.019232,0.244000,0.033849,0.051891,0.097000,0.058854
EXP3_HYBRID,10000,27.9000,5217,0.036666,0.202000,0.044826,0.042395,0.097000,0.054972
EXP3_HYBRID,10000,27.9000,6521,0.038720,0.204000,0.033257,0.049819,0.089000,0.041548
EXP3_HYBRID,10000,27.9000,7826,0.036896,0.200000,0.032461,0.055444,0.098000,0.048984
EXP3_HYBRID,10000,27.9000,9130,0.020896,0.193000,0.033152,0.042425,0.078000,0.043262
EXP3_HYBRID,10000,27.9000,10434,0.016061,0.189000,0.031745,0.042082,0.079000,0.040516
EXP3_HYBRID,10000,27.9000,11739,0.015575,0.163000,0.030235,0.026641,0.072000,0.039408
EXP1_CLEAR,67826,None,0,0.016538,0.082000,0.029813,0.033005,0.024000,0.037686
EXP3_HYBRID,10000,27.9000,13043,0.016939,0.182000,0.032021,0.027830,0.071000,0.041138
EXP3_HYBRID,10000,None,0,0.027634,0.262000,0.038266,0.043639,0.114000,0.049294
EXP3_HYBRID,10000,27.9000,14347,0.017804,0.174000,0.032621,0.027407,0.069000,0.040391
EXP3_HYBRID,10000,27.9900,1304,0.043919,0.252000,0.038444,0.054499,0.114000,0.046529
EXP3_HYBRID,10000,27.9900,2608,0.054730,0.267000,0.040832,0.051957,0.094000,0.050171
EXP3_HYBRID,10000,27.9000,15652,0.021734,0.181000,0.032326,0.024445,0.074000,0.038129
EXP1_CLEAR,70869,None,0,0.023145,0.065000,0.029009,0.025963,0.025000,0.033976
EXP3_HYBRID,10000,27.9000,16956,0.022187,0.160000,0.032149,0.025088,0.070000,0.038442
EXP3_HYBRID,10000,27.9000,18260,0.015139,0.167000,0.030874,0.025039,0.063000,0.038685
EXP3_HYBRID,10000,27.9900,5217,0.023146,0.213000,0.034277,0.040613,0.098000,0.043201
EXP3_HYBRID,10000,27.9900,3913,0.019607,0.229000,0.032325,0.028205,0.093000,0.042791
EXP3_HYBRID,10000,27.9000,19565,0.025519,0.149000,0.032481,0.025875,0.055000,0.038311
EXP3_HYBRID,10000,27.9000,20869,0.022174,0.143000,0.032785,0.026676,0.067000,0.037568
EXP3_HYBRID,10000,27.9900,6521,0.018558,0.204000,0.031443,0.029273,0.087000,0.040193
EXP3_HYBRID,10000,27.9900,7826,0.016878,0.178000,0.032388,0.033266,0.075000,0.048340
EXP3_HYBRID,10000,27.9000,22173,0.022512,0.142000,0.032205,0.026201,0.064000,0.037469
EXP3_HYBRID,10000,27.9000,24782,0.022769,0.131000,0.033208,0.025573,0.045000,0.037303
EXP3_HYBRID,10000,27.9900,10434,0.015585,0.177000,0.029885,0.028874,0.071000,0.042598
EXP3_HYBRID,10000,27.9900,9130,0.024785,0.189000,0.036167,0.032775,0.072000,0.044176
EXP3_HYBRID,10000,27.9000,26086,0.022129,0.130000,0.032855,0.026176,0.049000,0.038270
EXP3_HYBRID,10000,27.9000,23478,0.021160,0.141000,0.031796,0.025355,0.060000,0.038494
EXP3_HYBRID,10000,27.9900,11739,0.015887,0.193000,0.031843,0.038268,0.074000,0.040110
EXP3_HYBRID,10000,27.9000,27391,0.018260,0.109000,0.033288,0.025729,0.049000,0.038480
EXP1_CLEAR,76956,None,0,0.030665,0.097000,0.034344,0.052277,0.035000,0.053687
EXP1_CLEAR,73913,None,0,0.020656,0.054000,0.033239,0.022820,0.015000,0.035930
EXP3_HYBRID,10000,27.9900,13043,0.036902,0.173000,0.032913,0.041934,0.076000,0.040754
EXP3_HYBRID,10000,27.9000,28695,0.023826,0.109000,0.034933,0.027347,0.050000,0.039303
EXP3_HYBRID,10000,27.9900,14347,0.016066,0.162000,0.030808,0.041902,0.063000,0.038617
EXP3_HYBRID,10000,27.9000,30000,0.024997,0.112000,0.034989,0.028042,0.042000,0.041247
EXP3_HYBRID,10000,None,0,0.027634,0.262000,0.038266,0.043639,0.114000,0.049294
EXP3_HYBRID,10000,27.9900,15652,0.016095,0.170000,0.031896,0.039672,0.067000,0.043881
EXP3_HYBRID,10000,27.9900,16956,0.026804,0.168000,0.032496,0.039200,0.059000,0.040340
EXP3_HYBRID,10000,28.0001,1304,0.038007,0.271000,0.036773,0.043400,0.105000,0.047811
EXP3_HYBRID,10000,28.0001,2608,0.025882,0.247000,0.037877,0.043314,0.111000,0.048162
EXP3_HYBRID,10000,28.0001,3913,0.031353,0.264000,0.035330,0.044119,0.105000,0.046919
EXP3_HYBRID,10000,27.9900,18260,0.021236,0.152000,0.030891,0.035914,0.061000,0.044220
EXP1_CLEAR,80000,None,0,0.023293,0.076000,0.028836,0.031655,0.029000,0.035917
EXP3_HYBRID,10000,28.0001,5217,0.041353,0.247000,0.036325,0.056019,0.104000,0.051398
EXP3_HYBRID,10000,28.0001,6521,0.023348,0.230000,0.038709,0.055185,0.086000,0.055551
EXP3_HYBRID,10000,28.0001,7826,0.040104,0.230000,0.042149,0.049308,0.086000,0.056626
EXP3_HYBRID,10000,27.9900,20869,0.021356,0.146000,0.029128,0.043024,0.056000,0.042582
EXP3_HYBRID,10000,27.9900,19565,0.020979,0.155000,0.029040,0.031467,0.078000,0.041191
EXP3_HYBRID,10000,27.9900,22173,0.015928,0.140000,0.028937,0.030550,0.063000,0.041606
EXP3_HYBRID,10000,28.0001,9130,0.042621,0.224000,0.043700,0.052146,0.092000,0.059261
EXP3_HYBRID,10000,28.0001,10434,0.027468,0.209000,0.040994,0.054770,0.078000,0.075112
EXP3_HYBRID,10000,28.0001,11739,0.029098,0.199000,0.040823,0.045406,0.079000,0.064551
EXP3_HYBRID,10000,27.9900,24782,0.016334,0.138000,0.030629,0.022730,0.054000,0.036379
EXP3_HYBRID,10000,28.0001,13043,0.027665,0.198000,0.043538,0.049921,0.081000,0.065453
EXP3_HYBRID,10000,27.9900,27391,0.017004,0.120000,0.030735,0.038166,0.052000,0.036706
EXP3_HYBRID,10000,28.0001,14347,0.028364,0.204000,0.043016,0.052750,0.078000,0.073060
EXP3_HYBRID,10000,None,0,0.027634,0.262000,0.038266,0.043639,0.114000,0.049294
EXP3_HYBRID,10000,27.9900,23478,0.016300,0.140000,0.030212,0.023266,0.056000,0.036416
EXP3_HYBRID,10000,28.0001,15652,0.025071,0.190000,0.043330,0.063755,0.071000,0.085981
EXP3_HYBRID,10000,27.9900,28695,0.017865,0.120000,0.030599,0.026246,0.049000,0.034903
EXP3_HYBRID,10000,28.0100,1304,0.025060,0.276000,0.034634,0.050098,0.097000,0.052533
EXP3_HYBRID,10000,28.0001,16956,0.026461,0.189000,0.045336,0.059177,0.071000,0.087418
EXP3_HYBRID,10000,27.9900,30000,0.019881,0.118000,0.032135,0.024278,0.045000,0.035820
EXP3_HYBRID,10000,28.0100,2608,0.025244,0.250000,0.031358,0.042002,0.108000,0.049407
EXP3_HYBRID,10000,28.0001,18260,0.028701,0.176000,0.045878,0.062938,0.069000,0.086392
EXP3_HYBRID,10000,28.0100,3913,0.029106,0.263000,0.032693,0.047643,0.098000,0.046880
EXP3_HYBRID,10000,28.0001,19565,0.026113,0.183000,0.044251,0.049872,0.078000,0.067339
EXP3_HYBRID,10000,27.9900,26086,0.017173,0.130000,0.030107,0.024524,0.059000,0.035313
EXP3_HYBRID,10000,28.0001,20869,0.024240,0.169000,0.043131,0.060801,0.056000,0.082728
EXP3_HYBRID,10000,28.0100,5217,0.023243,0.253000,0.032564,0.052554,0.109000,0.044703
EXP3_HYBRID,10000,28.0001,22173,0.028595,0.166000,0.043831,0.055164,0.056000,0.076746
EXP3_HYBRID,10000,28.0001,23478,0.026026,0.176000,0.045747,0.063937,0.067000,0.089536
EXP3_HYBRID,10000,28.0100,7826,0.040026,0.239000,0.052680,0.053338,0.101000,0.073715
EXP3_HYBRID,10000,28.0100,6521,0.021566,0.254000,0.031755,0.051127,0.113000,0.046152
EXP2_MIX,10000,None,0,0.027634,0.262000,0.038266,0.043639,0.114000,0.049294
EXP2_MIX,10000,None,0,0.027634,0.262000,0.038266,0.043639,0.114000,0.049294
EXP2_MIX,10000,None,0,0.027634,0.262000,0.038266,0.043639,0.114000,0.049294
EXP2_MIX,10000,None,0,0.027634,0.262000,0.038266,0.043639,0.114000,0.049294
EXP3_HYBRID,10000,None,0,0.027634,0.262000,0.038266,0.043639,0.114000,0.049294
EXP3_HYBRID,10000,None,0,0.027634,0.262000,0.038266,0.043639,0.114000,0.049294
EXP3_HYBRID,10000,None,0,0.027634,0.262000,0.038266,0.043639,0.114000,0.049294
EXP3_HYBRID,10000,None,0,0.027634,0.262000,0.038266,0.043639,0.114000,0.049294
EXP3_HYBRID,10000,28.0100,9130,0.026269,0.224000,0.043387,0.060227,0.105000,0.086360
EXP3_HYBRID,10000,28.0100,10434,0.029452,0.222000,0.047422,0.060897,0.097000,0.085527
EXP3_HYBRID,10000,None,0,0.027634,0.262000,0.038266,0.043639,0.114000,0.049294
EXP3_HYBRID,10000,28.0100,11739,0.031611,0.203000,0.047111,0.053193,0.090000,0.073164
EXP3_HYBRID,10000,28.0100,14347,0.029637,0.212000,0.048138,0.070674,0.084000,0.100057
EXP3_HYBRID,10000,28.0100,15652,0.031678,0.197000,0.049871,0.059000,0.076000,0.083362
EXP3_HYBRID,10000,28.1000,1304,0.038257,0.243000,0.042067,0.050424,0.115000,0.052466
EXP3_HYBRID,10000,28.1000,2608,0.027391,0.225000,0.034286,0.050000,0.105000,0.049400
EXP3_HYBRID,10000,28.0100,13043,0.032021,0.214000,0.047493,0.056051,0.092000,0.073305
EXP3_HYBRID,10000,28.0100,18260,0.037856,0.192000,0.052820,0.063133,0.073000,0.080742
EXP3_HYBRID,10000,28.0100,16956,0.031402,0.177000,0.051792,0.057133,0.083000,0.087985
EXP3_HYBRID,10000,28.1000,3913,0.037925,0.215000,0.042418,0.031964,0.094000,0.039189
EXP3_HYBRID,10000,28.0100,19565,0.038546,0.186000,0.054660,0.068704,0.078000,0.098774
EXP3_HYBRID,10000,28.0100,20869,0.037711,0.190000,0.055103,0.059113,0.070000,0.084958
EXP3_HYBRID,10000,28.1000,5217,0.026856,0.235000,0.032602,0.035721,0.074000,0.042599
EXP3_HYBRID,10000,28.0001,27391,0.027693,0.150000,0.049093,0.047371,0.062000,0.064288
EXP3_HYBRID,10000,28.0001,24782,0.030156,0.162000,0.047419,0.052355,0.055000,0.071089
EXP3_HYBRID,10000,28.0100,22173,0.038285,0.176000,0.056633,0.070587,0.075000,0.109877
EXP3_HYBRID,10000,28.0001,26086,0.027899,0.158000,0.050051,0.047337,0.061000,0.069210
EXP3_HYBRID,10000,28.1000,6521,0.025203,0.236000,0.032470,0.048116,0.085000,0.047218
EXP3_HYBRID,10000,28.0100,23478,0.044129,0.177000,0.059975,0.071157,0.072000,0.107801
EXP3_HYBRID,10000,28.0001,28695,0.027596,0.151000,0.048199,0.043984,0.053000,0.061413
EXP3_HYBRID,10000,28.1000,7826,0.022047,0.227000,0.027795,0.043627,0.088000,0.053154
EXP3_HYBRID,10000,28.0100,24782,0.044355,0.167000,0.065389,0.071220,0.072000,0.098586
EXP3_HYBRID,10000,28.0001,30000,0.029160,0.143000,0.048737,0.045328,0.062000,0.062144
EXP3_HYBRID,10000,28.1000,9130,0.016831,0.234000,0.030587,0.024764,0.100000,0.039234
EXP3_HYBRID,10000,28.0100,27391,0.049839,0.158000,0.072247,0.080664,0.068000,0.116443
EXP3_HYBRID,10000,28.0100,28695,0.051375,0.157000,0.077718,0.070692,0.071000,0.103702
EXP3_HYBRID,10000,28.1000,10434,0.016537,0.254000,0.029621,0.035116,0.103000,0.043371
EXP3_HYBRID,10000,28.1000,11739,0.025432,0.217000,0.033310,0.038430,0.103000,0.043677
EXP3_HYBRID,10000,28.0100,30000,0.042525,0.181000,0.067794,0.068296,0.067000,0.100926
EXP3_HYBRID,10000,None,0,0.027634,0.262000,0.038266,0.043639,0.114000,0.049294
EXP3_HYBRID,10000,28.1000,13043,0.026732,0.193000,0.033738,0.037316,0.092000,0.044037
EXP3_HYBRID,10000,28.1000,14347,0.015160,0.200000,0.030064,0.043036,0.093000,0.054211
EXP3_HYBRID,10000,30.0000,1304,0.038804,0.282000,0.038865,0.042791,0.102000,0.048140
EXP3_HYBRID,10000,28.1000,15652,0.016113,0.178000,0.030389,0.039615,0.089000,0.050666
EXP3_HYBRID,10000,30.0000,2608,0.026128,0.279000,0.037169,0.046278,0.107000,0.049318
EXP3_HYBRID,10000,28.0100,26086,0.046465,0.172000,0.065656,0.073133,0.080000,0.101093
EXP3_HYBRID,10000,28.1000,16956,0.017106,0.193000,0.030375,0.045936,0.087000,0.048861
EXP3_HYBRID,10000,28.1000,18260,0.017512,0.186000,0.032236,0.038283,0.078000,0.046213
EXP3_HYBRID,10000,30.0000,3913,0.026498,0.285000,0.030540,0.046804,0.107000,0.045616
EXP3_HYBRID,10000,30.0000,5217,0.036256,0.288000,0.044840,0.042454,0.108000,0.043070
EXP3_HYBRID,10000,30.0000,6521,0.042164,0.307000,0.031181,0.052864,0.104000,0.044119
EXP3_HYBRID,10000,28.1000,19565,0.018235,0.175000,0.032372,0.036839,0.085000,0.044158
EXP3_HYBRID,10000,30.0000,7826,0.039126,0.302000,0.034173,0.052658,0.100000,0.044832
EXP3_HYBRID,10000,28.1000,20869,0.020207,0.178000,0.035498,0.034663,0.085000,0.045332
EXP3_HYBRID,10000,30.0000,9130,0.022860,0.286000,0.037909,0.057105,0.120000,0.051940
EXP3_HYBRID,10000,28.1000,22173,0.019989,0.156000,0.036192,0.047177,0.063000,0.060944
EXP3_HYBRID,10000,30.0000,10434,0.041321,0.348000,0.035234,0.055083,0.116000,0.050734
EXP3_HYBRID,10000,30.0000,11739,0.021386,0.333000,0.036224,0.056365,0.122000,0.057865
EXP3_HYBRID,10000,28.1000,23478,0.026287,0.172000,0.036927,0.046092,0.065000,0.057260
EXP3_HYBRID,10000,30.0000,13043,0.028406,0.327000,0.045844,0.062733,0.115000,0.062461
EXP3_HYBRID,10000,30.0000,14347,0.035361,0.331000,0.044834,0.076147,0.095000,0.069452
EXP3_HYBRID,10000,28.1000,24782,0.020477,0.164000,0.034644,0.042455,0.072000,0.050651
EXP3_HYBRID,10000,30.0000,15652,0.039121,0.301000,0.052568,0.066826,0.106000,0.076064
EXP3_HYBRID,10000,28.1000,26086,0.024286,0.155000,0.036676,0.050975,0.065000,0.068564
EXP3_HYBRID,10000,None,0,0.027634,0.262000,0.038266,0.043639,0.114000,0.049294
EXP3_HYBRID,10000,28.1000,27391,0.021911,0.150000,0.036922,0.046966,0.065000,0.061859
EXP3_HYBRID,10000,30.0000,16956,0.036191,0.331000,0.055098,0.055880,0.110000,0.072120
EXP3_HYBRID,10000,31.0000,1304,0.037535,0.275000,0.033136,0.042658,0.118000,0.044664
EXP3_HYBRID,10000,30.0000,18260,0.038178,0.337000,0.050659,0.061250,0.101000,0.078189
EXP3_HYBRID,10000,28.1000,28695,0.021006,0.152000,0.036844,0.034927,0.068000,0.046000
EXP3_HYBRID,10000,31.0000,2608,0.019477,0.297000,0.035103,0.047672,0.119000,0.050247
EXP3_HYBRID,10000,28.1000,30000,0.029118,0.147000,0.038592,0.049581,0.063000,0.061778
EXP3_HYBRID,10000,30.0000,19565,0.045968,0.318000,0.061475,0.076464,0.100000,0.082662
EXP3_HYBRID,10000,31.0000,3913,0.041070,0.332000,0.033594,0.052750,0.116000,0.044483
EXP3_HYBRID,10000,30.0000,20869,0.050887,0.309000,0.066644,0.068965,0.114000,0.081286
EXP3_HYBRID,10000,31.0000,5217,0.053308,0.352000,0.033717,0.051633,0.128000,0.041681
EXP3_HYBRID,10000,30.0000,22173,0.052212,0.292000,0.063346,0.073391,0.095000,0.084129
EXP3_HYBRID,10000,31.0000,6521,0.026383,0.364000,0.033515,0.064275,0.155000,0.045976
EXP3_HYBRID,10000,31.0000,7826,0.031529,0.436000,0.040225,0.058143,0.187000,0.045039
EXP3_HYBRID,10000,30.0000,23478,0.057395,0.279000,0.066268,0.081152,0.089000,0.094857
EXP3_HYBRID,10000,31.0000,9130,0.030903,0.419000,0.034643,0.053141,0.179000,0.039065
EXP3_HYBRID,10000,31.0000,10434,0.035360,0.456000,0.047919,0.058699,0.175000,0.055692
EXP3_HYBRID,10000,30.0000,24782,0.066741,0.272000,0.070834,0.082462,0.086000,0.097891
EXP3_HYBRID,10000,31.0000,11739,0.036715,0.473000,0.050582,0.062303,0.189000,0.053956
EXP3_HYBRID,10000,30.0000,26086,0.051257,0.294000,0.068477,0.077406,0.099000,0.089802
EXP3_HYBRID,10000,31.0000,13043,0.032997,0.483000,0.039704,0.058975,0.204000,0.061974
EXP3_HYBRID,10000,31.0000,14347,0.047140,0.511000,0.049213,0.053495,0.220000,0.061644
EXP3_HYBRID,10000,None,0,0.027634,0.262000,0.038266,0.043639,0.114000,0.049294
EXP3_HYBRID,10000,32.0000,1304,0.032858,0.271000,0.039691,0.044440,0.111000,0.048442
EXP3_HYBRID,10000,31.0000,15652,0.041247,0.498000,0.050859,0.061662,0.221000,0.065866
EXP3_HYBRID,10000,31.0000,16956,0.034409,0.490000,0.047269,0.053534,0.216000,0.064827
EXP3_HYBRID,10000,32.0000,2608,0.027941,0.317000,0.035844,0.041010,0.121000,0.051061
EXP3_HYBRID,10000,30.0000,28695,0.064495,0.270000,0.074128,0.077604,0.088000,0.094014
EXP3_HYBRID,10000,30.0000,27391,0.063143,0.279000,0.076517,0.073103,0.098000,0.092920
EXP3_HYBRID,10000,31.0000,18260,0.031851,0.502000,0.051130,0.058408,0.224000,0.071661
EXP3_HYBRID,10000,30.0000,30000,0.059847,0.256000,0.076834,0.074249,0.087000,0.091876
EXP3_HYBRID,10000,31.0000,19565,0.031779,0.527000,0.054102,0.062613,0.235000,0.071542
EXP3_HYBRID,10000,32.0000,3913,0.030324,0.338000,0.039185,0.041633,0.113000,0.046204
EXP3_HYBRID,10000,32.0000,5217,0.021538,0.348000,0.033593,0.041284,0.132000,0.045367
EXP3_HYBRID,10000,31.0000,20869,0.037677,0.517000,0.054564,0.059594,0.222000,0.071824
EXP3_HYBRID,10000,32.0000,6521,0.034901,0.365000,0.041008,0.043001,0.136000,0.044464
EXP3_HYBRID,10000,31.0000,22173,0.039956,0.497000,0.059961,0.068330,0.211000,0.080206
EXP3_HYBRID,10000,32.0000,7826,0.050490,0.394000,0.040512,0.042894,0.160000,0.044387
EXP3_HYBRID,10000,31.0000,23478,0.054873,0.506000,0.066405,0.073593,0.227000,0.083203
EXP3_HYBRID,10000,31.0000,24782,0.045630,0.486000,0.066230,0.081724,0.206000,0.090727
EXP3_HYBRID,10000,32.0000,9130,0.051837,0.430000,0.041177,0.052580,0.153000,0.046609
EXP3_HYBRID,10000,32.0000,10434,0.035189,0.459000,0.043967,0.040319,0.179000,0.042136
EXP3_HYBRID,10000,32.0000,11739,0.034925,0.470000,0.041761,0.042892,0.163000,0.045740
EXP3_HYBRID,10000,32.0000,13043,0.039827,0.499000,0.046871,0.042116,0.181000,0.046150
EXP3_HYBRID,10000,31.0000,26086,0.053027,0.501000,0.067259,0.078345,0.215000,0.091993
EXP3_HYBRID,10000,None,0,0.027634,0.262000,0.038266,0.043639,0.114000,0.049294
EXP3_HYBRID,10000,32.0000,14347,0.043618,0.507000,0.052153,0.031120,0.195000,0.047289
EXP3_HYBRID,10000,31.0000,27391,0.054633,0.491000,0.064508,0.087926,0.209000,0.099592
EXP3_HYBRID,10000,32.0000,15652,0.046793,0.528000,0.067901,0.031240,0.222000,0.050868
EXP3_HYBRID,10000,33.0000,1304,0.023941,0.269000,0.035944,0.035309,0.110000,0.047220
EXP3_HYBRID,10000,31.0000,28695,0.062026,0.474000,0.078281,0.086347,0.191000,0.105741
EXP3_HYBRID,10000,33.0000,2608,0.027000,0.295000,0.037234,0.051987,0.114000,0.054167
EXP3_HYBRID,10000,32.0000,16956,0.053730,0.540000,0.057368,0.037552,0.225000,0.054972
EXP3_HYBRID,10000,33.0000,3913,0.047635,0.300000,0.060769,0.045659,0.130000,0.050775
EXP3_HYBRID,10000,32.0000,18260,0.047211,0.550000,0.066708,0.049603,0.236000,0.062118
EXP3_HYBRID,10000,31.0000,30000,0.060326,0.489000,0.077231,0.089044,0.185000,0.110092
EXP3_HYBRID,10000,33.0000,5217,0.031758,0.340000,0.036315,0.045322,0.115000,0.048815
EXP3_HYBRID,10000,32.0000,19565,0.045804,0.569000,0.068255,0.035364,0.246000,0.059081
EXP3_HYBRID,10000,33.0000,6521,0.033913,0.347000,0.039548,0.046320,0.134000,0.048113
EXP3_HYBRID,10000,32.0000,20869,0.050637,0.550000,0.075801,0.055326,0.242000,0.085864
