[ikvasilev@sms results]$ cat all_experiments_h1.csv
Experiment,Recipient_Size,Donor_R,Donor_Size,rmse_01,np_01,mape_01,rmse_03,np_03,mape_03
EXP3_HYBRID,10000,33.0000,2608,0.010524,0.261000,0.017809,0.014320,0.114000,0.021710
EXP3_HYBRID,10000,31.0000,28695,0.018608,0.286000,0.033559,0.020892,0.123000,0.035617
EXP3_HYBRID,10000,32.0000,16956,0.012295,0.364000,0.025021,0.014948,0.125000,0.028729
EXP3_HYBRID,10000,33.0000,3913,0.008358,0.275000,0.017483,0.014556,0.098000,0.023456
EXP3_HYBRID,10000,33.0000,5217,0.008382,0.294000,0.016899,0.012722,0.111000,0.021384
EXP3_HYBRID,10000,32.0000,18260,0.013684,0.352000,0.027415,0.015485,0.114000,0.029288
EXP3_HYBRID,10000,31.0000,30000,0.018870,0.296000,0.033836,0.020725,0.128000,0.035647
EXP3_HYBRID,10000,32.0000,19565,0.012753,0.388000,0.025966,0.013992,0.133000,0.026961
EXP3_HYBRID,10000,33.0000,6521,0.008851,0.313000,0.017255,0.012596,0.111000,0.023057
EXP3_HYBRID,10000,33.0000,7826,0.010535,0.347000,0.017201,0.011614,0.122000,0.020654
EXP3_HYBRID,10000,32.0000,22173,0.013951,0.382000,0.029165,0.015132,0.148000,0.029883
EXP3_HYBRID,10000,33.0000,9130,0.009080,0.350000,0.018028,0.012988,0.133000,0.020594
EXP3_HYBRID,10000,33.0000,10434,0.008253,0.381000,0.017123,0.013965,0.132000,0.021951
EXP3_HYBRID,10000,32.0000,23478,0.014967,0.362000,0.031868,0.016546,0.132000,0.033876
EXP3_HYBRID,10000,33.0000,11739,0.008870,0.392000,0.017343,0.012847,0.161000,0.020687
EXP3_HYBRID,10000,32.0000,20869,0.014248,0.364000,0.028538,0.015995,0.125000,0.030147
EXP3_HYBRID,10000,33.0000,13043,0.009332,0.384000,0.018843,0.013618,0.153000,0.021297
EXP3_HYBRID,10000,32.0000,24782,0.015453,0.372000,0.032091,0.017669,0.139000,0.033809
EXP3_HYBRID,10000,33.0000,14347,0.011087,0.409000,0.018354,0.018430,0.169000,0.021694
EXP3_HYBRID,10000,32.0000,26086,0.016242,0.360000,0.034445,0.017005,0.146000,0.033736
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,32.0000,27391,0.017209,0.360000,0.035389,0.018544,0.155000,0.035193
EXP3_HYBRID,10000,33.0000,15652,0.010456,0.423000,0.019897,0.015367,0.159000,0.021908
EXP3_HYBRID,10000,34.0000,1304,0.010970,0.240000,0.019333,0.032094,0.099000,0.023902
EXP3_HYBRID,10000,32.0000,28695,0.016568,0.360000,0.034503,0.018974,0.148000,0.036167
EXP3_HYBRID,10000,34.0000,2608,0.013795,0.243000,0.018994,0.015436,0.094000,0.022627
EXP3_HYBRID,10000,33.0000,16956,0.009493,0.442000,0.019848,0.013822,0.177000,0.021581
EXP3_HYBRID,10000,33.0000,18260,0.010870,0.422000,0.023034,0.013136,0.173000,0.022903
EXP3_HYBRID,10000,34.0000,3913,0.009375,0.262000,0.017882,0.012608,0.094000,0.022098
EXP3_HYBRID,10000,34.0000,5217,0.008952,0.278000,0.017785,0.011880,0.108000,0.021154
EXP3_HYBRID,10000,32.0000,30000,0.018465,0.372000,0.037721,0.020347,0.162000,0.037854
EXP3_HYBRID,10000,33.0000,19565,0.010600,0.438000,0.021610,0.015388,0.174000,0.023736
EXP3_HYBRID,10000,34.0000,6521,0.009108,0.307000,0.017633,0.013659,0.107000,0.023743
EXP3_HYBRID,10000,34.0000,7826,0.009269,0.325000,0.018671,0.013059,0.107000,0.024052
EXP3_HYBRID,10000,33.0000,20869,0.012157,0.427000,0.026996,0.015911,0.170000,0.028535
EXP3_HYBRID,10000,34.0000,9130,0.009091,0.323000,0.018370,0.015833,0.109000,0.023321
EXP3_HYBRID,10000,33.0000,22173,0.013319,0.424000,0.027542,0.015665,0.156000,0.028738
EXP3_HYBRID,10000,34.0000,10434,0.009758,0.354000,0.018937,0.014104,0.119000,0.024747
EXP3_HYBRID,10000,33.0000,23478,0.013509,0.452000,0.029205,0.015515,0.157000,0.029314
EXP3_HYBRID,10000,34.0000,11739,0.008949,0.372000,0.019471,0.015093,0.122000,0.023702
EXP3_HYBRID,10000,33.0000,24782,0.014850,0.439000,0.030065,0.016202,0.168000,0.029373
EXP3_HYBRID,10000,34.0000,13043,0.010299,0.369000,0.020497,0.013580,0.118000,0.022695
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,34.0000,14347,0.009373,0.390000,0.019725,0.014326,0.126000,0.024854
EXP3_HYBRID,10000,33.0000,26086,0.014797,0.431000,0.030914,0.017862,0.144000,0.031896
EXP3_HYBRID,10000,35.0000,1304,0.011053,0.253000,0.019116,0.031837,0.102000,0.024970
EXP3_HYBRID,10000,35.0000,2608,0.008727,0.259000,0.017832,0.011680,0.118000,0.020709
EXP3_HYBRID,10000,33.0000,27391,0.016034,0.441000,0.032799,0.018056,0.162000,0.033430
EXP3_HYBRID,10000,34.0000,16956,0.009416,0.409000,0.020965,0.014588,0.130000,0.026007
EXP3_HYBRID,10000,35.0000,3913,0.011887,0.261000,0.018753,0.013304,0.108000,0.021638
EXP3_HYBRID,10000,34.0000,15652,0.009959,0.400000,0.020338,0.012670,0.138000,0.022437
EXP3_HYBRID,10000,34.0000,18260,0.010099,0.429000,0.021347,0.014710,0.141000,0.025504
EXP3_HYBRID,10000,33.0000,28695,0.016779,0.442000,0.035415,0.018234,0.157000,0.035872
EXP3_HYBRID,10000,35.0000,5217,0.010047,0.274000,0.017635,0.012536,0.113000,0.022190
EXP3_HYBRID,10000,34.0000,19565,0.010866,0.433000,0.022052,0.016120,0.149000,0.027326
EXP3_HYBRID,10000,33.0000,30000,0.018482,0.423000,0.037487,0.019079,0.153000,0.035530
EXP3_HYBRID,10000,35.0000,6521,0.009665,0.270000,0.018320,0.015436,0.098000,0.023591
EXP3_HYBRID,10000,34.0000,20869,0.011029,0.422000,0.024014,0.015044,0.141000,0.027361
EXP3_HYBRID,10000,35.0000,7826,0.009198,0.298000,0.017799,0.012636,0.103000,0.021799
EXP3_HYBRID,10000,34.0000,22173,0.010895,0.460000,0.024164,0.014253,0.166000,0.026626
EXP3_HYBRID,10000,35.0000,9130,0.008283,0.324000,0.016442,0.032599,0.113000,0.022119
EXP3_HYBRID,10000,35.0000,10434,0.010413,0.331000,0.018857,0.014219,0.097000,0.021951
EXP3_HYBRID,10000,34.0000,23478,0.012547,0.474000,0.026922,0.015436,0.163000,0.028507
EXP3_HYBRID,10000,34.0000,24782,0.012311,0.481000,0.025553,0.015374,0.157000,0.026974
EXP3_HYBRID,10000,35.0000,11739,0.008795,0.351000,0.016727,0.032465,0.119000,0.021607
EXP3_HYBRID,10000,35.0000,13043,0.008955,0.378000,0.017093,0.011905,0.133000,0.020815
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,34.0000,26086,0.012107,0.493000,0.025440,0.015542,0.178000,0.027281
EXP3_HYBRID,10000,36.0000,1304,0.010074,0.245000,0.017703,0.014322,0.100000,0.024083
EXP3_HYBRID,10000,35.0000,14347,0.008776,0.388000,0.016834,0.014286,0.127000,0.021253
EXP3_HYBRID,10000,36.0000,2608,0.010496,0.264000,0.018594,0.031344,0.103000,0.024164
EXP3_HYBRID,10000,35.0000,15652,0.008709,0.415000,0.016960,0.015785,0.129000,0.020549
EXP3_HYBRID,10000,34.0000,27391,0.014642,0.499000,0.030427,0.015880,0.176000,0.030465
EXP3_HYBRID,10000,35.0000,16956,0.008266,0.426000,0.016944,0.012392,0.142000,0.020972
EXP3_HYBRID,10000,36.0000,3913,0.010560,0.278000,0.018644,0.014933,0.114000,0.023072
EXP3_HYBRID,10000,35.0000,18260,0.009098,0.412000,0.018571,0.015103,0.145000,0.022495
EXP3_HYBRID,10000,35.0000,19565,0.009211,0.454000,0.018042,0.016390,0.139000,0.021942
EXP3_HYBRID,10000,34.0000,30000,0.015585,0.522000,0.032248,0.018240,0.192000,0.034470
EXP3_HYBRID,10000,36.0000,5217,0.010344,0.275000,0.018531,0.012314,0.106000,0.022624
EXP3_HYBRID,10000,36.0000,6521,0.010739,0.295000,0.018806,0.013205,0.105000,0.022430
EXP3_HYBRID,10000,35.0000,20869,0.008975,0.467000,0.019073,0.011399,0.153000,0.021446
EXP3_HYBRID,10000,36.0000,7826,0.010597,0.277000,0.019008,0.013727,0.103000,0.023551
EXP3_HYBRID,10000,34.0000,28695,0.013451,0.498000,0.029348,0.015980,0.179000,0.030112
EXP3_HYBRID,10000,36.0000,9130,0.009454,0.312000,0.017879,0.012541,0.118000,0.023249
EXP3_HYBRID,10000,35.0000,22173,0.009754,0.498000,0.020344,0.013545,0.161000,0.022613
EXP3_HYBRID,10000,36.0000,10434,0.009444,0.327000,0.017739,0.013382,0.092000,0.022494
EXP3_HYBRID,10000,36.0000,11739,0.009580,0.332000,0.018417,0.043141,0.118000,0.023745
EXP3_HYBRID,10000,35.0000,24782,0.010417,0.495000,0.022844,0.012823,0.162000,0.023194
EXP3_HYBRID,10000,35.0000,23478,0.009620,0.494000,0.021498,0.012031,0.171000,0.022961
EXP3_HYBRID,10000,36.0000,13043,0.009398,0.340000,0.018648,0.014010,0.114000,0.022747
EXP3_HYBRID,10000,35.0000,26086,0.010229,0.508000,0.021550,0.012155,0.174000,0.023544
EXP3_HYBRID,10000,36.0000,14347,0.009481,0.365000,0.017953,0.031320,0.119000,0.022319
EXP3_HYBRID,10000,36.0000,15652,0.009061,0.386000,0.017276,0.012671,0.130000,0.021789
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,35.0000,27391,0.011564,0.505000,0.023597,0.013818,0.173000,0.024432
EXP3_HYBRID,10000,37.0000,1304,0.010627,0.230000,0.018256,0.031720,0.101000,0.024528
EXP3_HYBRID,10000,36.0000,16956,0.009788,0.389000,0.019513,0.012116,0.140000,0.021626
EXP3_HYBRID,10000,37.0000,2608,0.009205,0.254000,0.017867,0.013250,0.107000,0.023754
EXP3_HYBRID,10000,37.0000,3913,0.008837,0.262000,0.017363,0.013854,0.097000,0.023814
EXP3_HYBRID,10000,36.0000,18260,0.009495,0.424000,0.019280,0.012058,0.147000,0.022172
EXP3_HYBRID,10000,37.0000,5217,0.008872,0.263000,0.018195,0.012378,0.103000,0.022271
EXP3_HYBRID,10000,36.0000,19565,0.009943,0.418000,0.020175,0.013163,0.140000,0.024844
EXP3_HYBRID,10000,35.0000,30000,0.013067,0.522000,0.024264,0.014819,0.183000,0.025000
EXP3_HYBRID,10000,37.0000,6521,0.008961,0.280000,0.016979,0.013262,0.099000,0.022384
EXP3_HYBRID,10000,35.0000,28695,0.011370,0.507000,0.023206,0.013291,0.194000,0.023913
EXP3_HYBRID,10000,37.0000,7826,0.008745,0.287000,0.017754,0.013761,0.103000,0.023240
EXP3_HYBRID,10000,36.0000,20869,0.009577,0.430000,0.018792,0.012093,0.153000,0.022999
EXP3_HYBRID,10000,37.0000,9130,0.008970,0.308000,0.017434,0.013570,0.104000,0.021880
EXP3_HYBRID,10000,36.0000,22173,0.009956,0.429000,0.019599,0.013021,0.141000,0.023352
EXP3_HYBRID,10000,37.0000,10434,0.008930,0.316000,0.017393,0.012927,0.115000,0.021152
EXP3_HYBRID,10000,36.0000,23478,0.009830,0.453000,0.019827,0.012656,0.156000,0.024385
EXP3_HYBRID,10000,37.0000,11739,0.008366,0.321000,0.017316,0.011907,0.111000,0.020571
EXP3_HYBRID,10000,37.0000,13043,0.008875,0.342000,0.017230,0.032310,0.111000,0.023159
EXP3_HYBRID,10000,36.0000,24782,0.010630,0.473000,0.021865,0.012841,0.161000,0.023597
EXP3_HYBRID,10000,36.0000,26086,0.010121,0.500000,0.022521,0.012087,0.181000,0.023107
EXP3_HYBRID,10000,37.0000,14347,0.009782,0.364000,0.017999,0.012980,0.121000,0.023265
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,37.0000,15652,0.009423,0.350000,0.018176,0.011994,0.119000,0.021077
EXP3_HYBRID,10000,38.0000,1304,0.009421,0.246000,0.018272,0.014079,0.101000,0.024070
EXP3_HYBRID,10000,36.0000,27391,0.009780,0.510000,0.022072,0.012156,0.180000,0.023165
EXP3_HYBRID,10000,38.0000,2608,0.009096,0.233000,0.017297,0.032151,0.090000,0.025321
EXP3_HYBRID,10000,38.0000,3913,0.013563,0.251000,0.018579,0.032730,0.107000,0.024046
EXP3_HYBRID,10000,36.0000,28695,0.011075,0.499000,0.023722,0.014275,0.187000,0.024641
EXP3_HYBRID,10000,37.0000,16956,0.010536,0.368000,0.018450,0.031108,0.117000,0.021553
EXP3_HYBRID,10000,38.0000,5217,0.010491,0.263000,0.017864,0.014353,0.103000,0.022316
EXP3_HYBRID,10000,36.0000,30000,0.011135,0.527000,0.025990,0.015296,0.182000,0.026677
EXP3_HYBRID,10000,37.0000,18260,0.009066,0.386000,0.018888,0.012921,0.136000,0.023052
EXP3_HYBRID,10000,38.0000,6521,0.008988,0.263000,0.017847,0.013466,0.115000,0.022054
EXP3_HYBRID,10000,37.0000,19565,0.009113,0.394000,0.018061,0.012161,0.139000,0.021618
EXP3_HYBRID,10000,38.0000,7826,0.021655,0.260000,0.018812,0.036294,0.102000,0.025144
EXP3_HYBRID,10000,38.0000,9130,0.009265,0.269000,0.017853,0.032037,0.106000,0.024504
EXP3_HYBRID,10000,38.0000,10434,0.009011,0.283000,0.018319,0.013295,0.108000,0.021941
EXP3_HYBRID,10000,37.0000,22173,0.009566,0.429000,0.019763,0.012416,0.138000,0.022895
EXP3_HYBRID,10000,37.0000,20869,0.008697,0.415000,0.018886,0.012234,0.140000,0.022079
EXP3_HYBRID,10000,38.0000,11739,0.008908,0.285000,0.018758,0.031157,0.104000,0.022412
EXP3_HYBRID,10000,37.0000,23478,0.009570,0.435000,0.020322,0.012834,0.149000,0.023191
EXP3_HYBRID,10000,38.0000,13043,0.008739,0.306000,0.018179,0.012999,0.115000,0.022715
EXP3_HYBRID,10000,37.0000,24782,0.009314,0.461000,0.018864,0.012776,0.145000,0.023203
EXP3_HYBRID,10000,38.0000,14347,0.009143,0.325000,0.018130,0.013725,0.110000,0.022570
EXP3_HYBRID,10000,37.0000,27391,0.009075,0.460000,0.018657,0.012500,0.156000,0.022171
EXP3_HYBRID,10000,38.0000,15652,0.008601,0.334000,0.017112,0.031432,0.115000,0.022598
EXP3_HYBRID,10000,37.0000,28695,0.009131,0.478000,0.020116,0.011752,0.152000,0.022856
EXP3_HYBRID,10000,37.0000,26086,0.009720,0.461000,0.020641,0.013343,0.146000,0.024430
EXP3_HYBRID,10000,38.0000,16956,0.009040,0.326000,0.018499,0.014615,0.113000,0.023590
EXP3_HYBRID,10000,38.0000,18260,0.008854,0.360000,0.018628,0.013060,0.109000,0.023956
EXP3_HYBRID,10000,38.0000,19565,0.009043,0.376000,0.019042,0.032412,0.116000,0.025573
EXP3_HYBRID,10000,37.0000,30000,0.009364,0.475000,0.020109,0.013088,0.158000,0.024861
EXP3_HYBRID,10000,38.0000,20869,0.008907,0.373000,0.017652,0.011907,0.128000,0.021332
EXP3_HYBRID,10000,38.0000,22173,0.009372,0.396000,0.020555,0.012994,0.128000,0.023280
EXP3_HYBRID,10000,38.0000,23478,0.009171,0.418000,0.019623,0.031460,0.137000,0.022895
EXP3_HYBRID,10000,38.0000,24782,0.009065,0.428000,0.018947,0.011552,0.142000,0.021053
EXP3_HYBRID,10000,38.0000,26086,0.008633,0.431000,0.018893,0.012126,0.142000,0.021773
EXP3_HYBRID,10000,38.0000,27391,0.009905,0.433000,0.018807,0.013067,0.135000,0.023530
EXP3_HYBRID,10000,38.0000,28695,0.010027,0.452000,0.019009,0.012654,0.146000,0.022467
EXP3_HYBRID,10000,38.0000,30000,0.009737,0.461000,0.020302,0.012825,0.148000,0.023215
EXP2_MIX,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP2_MIX,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP2_MIX,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP1_CLEAR,13043,None,0,0.010557,0.214000,0.018551,0.023349,0.115000,0.022219
EXP1_CLEAR,16086,None,0,0.017859,0.209000,0.019715,0.027998,0.085000,0.025153
EXP2_MIX,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP1_CLEAR,22173,None,0,0.008769,0.183000,0.016956,0.010502,0.076000,0.020280
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP1_CLEAR,25217,None,0,0.009231,0.145000,0.017794,0.013363,0.071000,0.020137
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP1_CLEAR,31304,None,0,0.009279,0.118000,0.015418,0.019555,0.061000,0.019655
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP1_CLEAR,34347,None,0,0.009976,0.091000,0.014972,0.015184,0.038000,0.019435
EXP1_CLEAR,40434,None,0,0.008879,0.094000,0.014839,0.011560,0.038000,0.017683
EXP1_CLEAR,43478,None,0,0.014880,0.103000,0.015769,0.032203,0.039000,0.023509
EXP1_CLEAR,46521,None,0,0.009033,0.076000,0.015430,0.016740,0.029000,0.018835
EXP1_CLEAR,49565,None,0,0.008125,0.061000,0.016509,0.015838,0.032000,0.018771
EXP1_CLEAR,52608,None,0,0.008980,0.065000,0.015447,0.017754,0.021000,0.020352
EXP1_CLEAR,55652,None,0,0.008474,0.068000,0.016981,0.021354,0.025000,0.019800
EXP1_CLEAR,58695,None,0,0.010594,0.069000,0.016349,0.015584,0.021000,0.019829
EXP1_CLEAR,61739,None,0,0.010125,0.068000,0.016953,0.012577,0.027000,0.019532
EXP1_CLEAR,64782,None,0,0.009555,0.051000,0.016570,0.010999,0.018000,0.018286
EXP1_CLEAR,67826,None,0,0.009228,0.073000,0.017153,0.017804,0.017000,0.019933
EXP1_CLEAR,70869,None,0,0.008477,0.061000,0.015274,0.013783,0.021000,0.017862
EXP1_CLEAR,76956,None,0,0.012365,0.084000,0.015357,0.019838,0.035000,0.019788
EXP1_CLEAR,80000,None,0,0.010999,0.056000,0.016524,0.015935,0.018000,0.019425
EXP1_CLEAR,73913,None,0,0.011294,0.036000,0.020370,0.012107,0.012000,0.022202
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP2_MIX,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP2_MIX,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP2_MIX,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP2_MIX,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP3_HYBRID,10000,None,0,0.010499,0.239000,0.018281,0.014766,0.105000,0.025263
EXP4_FIXED,5000,23.5000,5000,0.031110,0.305000,0.036565,0.031973,0.209000,0.038649
EXP4_FIXED,5000,25.0000,5000,0.027982,0.488000,0.035095,0.025560,0.270000,0.036561
EXP4_FIXED,5000,25.5000,5000,0.016890,0.464000,0.032508,0.018755,0.251000,0.036828
EXP4_FIXED,5000,26.0000,5000,0.016944,0.396000,0.034374,0.019143,0.191000,0.037806
EXP4_FIXED,5000,24.5000,5000,0.015292,0.527000,0.029596,0.016344,0.286000,0.032907
EXP4_FIXED,5000,24.0000,5000,0.024122,0.523000,0.029602,0.022669,0.282000,0.031573
EXP4_FIXED,5000,23.0000,5000,0.024723,0.290000,0.035518,0.026800,0.190000,0.038034
EXP4_FIXED,5000,26.5000,5000,0.015601,0.410000,0.029400,0.018961,0.209000,0.039686
EXP4_FIXED,5000,27.9211,5000,0.017643,0.400000,0.027971,0.030740,0.220000,0.034468
EXP4_FIXED,5000,27.9316,5000,0.010985,0.245000,0.020948,0.013985,0.128000,0.022592
EXP4_FIXED,5000,27.9000,5000,0.018420,0.302000,0.021871,0.020922,0.152000,0.026235
EXP4_FIXED,5000,27.0000,5000,0.030221,0.361000,0.031422,0.030530,0.202000,0.034855
EXP4_FIXED,5000,27.5000,5000,0.014246,0.368000,0.029341,0.016498,0.194000,0.031633
EXP4_FIXED,5000,27.9105,5000,0.012075,0.335000,0.023511,0.015639,0.170000,0.027818
EXP4_FIXED,5000,27.9421,5000,0.008843,0.305000,0.017394,0.026886,0.157000,0.022847
EXP4_FIXED,5000,22.5000,5000,0.033395,0.293000,0.036513,0.033174,0.191000,0.037976
EXP4_FIXED,5000,22.0000,5000,0.022972,0.311000,0.034408,0.025407,0.216000,0.036582
EXP4_FIXED,5000,27.9526,5000,0.012017,0.313000,0.022005,0.013647,0.141000,0.025390
EXP4_FIXED,5000,27.9632,5000,0.020304,0.414000,0.026908,0.033753,0.237000,0.033099
EXP4_FIXED,5000,27.9947,5000,0.017584,0.384000,0.026747,0.032362,0.207000,0.035065
EXP4_FIXED,5000,28.0000,5000,0.014508,0.392000,0.023547,0.022309,0.224000,0.032197
EXP4_FIXED,5000,27.9737,5000,0.024057,0.347000,0.025606,0.025786,0.183000,0.029143
EXP4_FIXED,5000,27.9842,5000,0.029722,0.354000,0.026932,0.029202,0.186000,0.031739
EXP4_FIXED,5000,28.0053,5000,0.020155,0.312000,0.021904,0.022504,0.152000,0.029814
EXP4_FIXED,5000,21.5000,5000,0.024104,0.298000,0.033796,0.025498,0.195000,0.035704
EXP4_FIXED,5000,28.0158,5000,0.010739,0.318000,0.020449,0.036268,0.146000,0.026371
EXP4_FIXED,5000,28.0263,5000,0.033164,0.288000,0.023110,0.032652,0.134000,0.027006
EXP4_FIXED,5000,28.0368,5000,0.011534,0.285000,0.023267,0.026868,0.152000,0.026813
EXP4_FIXED,5000,28.0474,5000,0.010954,0.253000,0.021236,0.012864,0.120000,0.023709
EXP4_FIXED,5000,28.0684,5000,0.034472,0.330000,0.022337,0.042307,0.156000,0.026811
EXP4_FIXED,5000,28.0579,5000,0.016666,0.337000,0.025394,0.024122,0.171000,0.029808
EXP4_FIXED,5000,21.0000,5000,0.029067,0.310000,0.035687,0.028916,0.201000,0.036988
EXP4_FIXED,5000,28.0789,5000,0.010624,0.279000,0.018780,0.018735,0.123000,0.023573
EXP4_FIXED,5000,28.5000,5000,0.011483,0.332000,0.024319,0.015217,0.175000,0.030828
EXP4_FIXED,5000,28.1000,5000,0.029902,0.300000,0.018909,0.030455,0.145000,0.023849
EXP4_FIXED,5000,28.0895,5000,0.012052,0.328000,0.023123,0.027052,0.168000,0.027535
EXP4_FIXED,5000,29.5000,5000,0.011840,0.353000,0.022739,0.018152,0.190000,0.026994
EXP4_FIXED,5000,29.0000,5000,0.012712,0.383000,0.022180,0.030973,0.205000,0.026904
EXP4_FIXED,5000,20.5000,5000,0.033358,0.318000,0.039699,0.032913,0.204000,0.040716
EXP4_FIXED,5000,30.0000,5000,0.047068,0.378000,0.026460,0.044530,0.202000,0.030032
EXP4_FIXED,5000,30.5000,5000,0.037269,0.438000,0.023836,0.046557,0.243000,0.029021
EXP4_FIXED,5000,31.5000,5000,0.021060,0.499000,0.026463,0.023960,0.255000,0.029170
EXP4_FIXED,5000,31.0000,5000,0.020402,0.456000,0.022463,0.026617,0.256000,0.026943
EXP4_FIXED,5000,20.0000,5000,0.027373,0.290000,0.031767,0.027548,0.191000,0.033762
EXP4_FIXED,5000,32.0000,5000,0.015580,0.491000,0.025377,0.017648,0.260000,0.026772
EXP4_FIXED,5000,34.5000,5000,0.037159,0.465000,0.042190,0.033528,0.240000,0.040026
EXP4_FIXED,5000,33.5000,5000,0.036122,0.500000,0.032893,0.032450,0.260000,0.030721
EXP4_FIXED,5000,34.0000,5000,0.025186,0.465000,0.028799,0.024362,0.239000,0.030247
EXP4_FIXED,5000,32.5000,5000,0.037221,0.445000,0.030255,0.033938,0.246000,0.030508
EXP4_FIXED,5000,35.0000,5000,0.036428,0.437000,0.033879,0.034834,0.221000,0.035251
EXP4_FIXED,5000,35.5000,5000,0.028292,0.451000,0.032551,0.025677,0.249000,0.032351
EXP4_FIXED,5000,33.0000,5000,0.019035,0.493000,0.025540,0.023278,0.242000,0.031501
EXP4_FIXED,5000,36.0000,5000,0.031888,0.422000,0.030059,0.030293,0.227000,0.030973
EXP4_FIXED,5000,19.5000,5000,0.025606,0.286000,0.033443,0.025773,0.201000,0.033907
EXP4_FIXED,5000,37.0000,5000,0.046024,0.395000,0.033659,0.042350,0.218000,0.032909
EXP4_FIXED,5000,36.5000,5000,0.027463,0.391000,0.031493,0.026199,0.214000,0.032255
EXP4_FIXED,5000,37.5000,5000,0.021153,0.388000,0.030603,0.022025,0.217000,0.031462
EXP4_FIXED,5000,38.5000,5000,0.037138,0.376000,0.040640,0.034764,0.209000,0.040484
EXP4_FIXED,5000,38.0000,5000,0.021996,0.362000,0.029039,0.023091,0.212000,0.031594
EXP4_FIXED,5000,39.5000,5000,0.033066,0.372000,0.037975,0.031281,0.217000,0.037765
EXP4_FIXED,5000,39.0000,5000,0.021923,0.371000,0.027469,0.021706,0.219000,0.029339
EXP4_FIXED,5000,40.0000,5000,0.039551,0.342000,0.031038,0.038204,0.215000,0.032908
