0.1,0,10,0.042108337938425076,0.128,0.06014333503749465,10000
0.1,1304,10,0.06394400259105566,0.16933333333333334,0.07932325341823479,11304
0.1,3913,10,0.037902546152446724,0.10866666666666666,0.04203276531877535,13913
0.1,6521,10,0.0309790092709195,0.104,0.043885478267038536,16521
0.1,5217,10,0.031028700725431665,0.08533333333333333,0.04411630387855284,15217
0.1,9130,10,0.061211899489635485,0.08133333333333333,0.07660295967449916,19130
0.1,7826,10,0.04907440222765805,0.09733333333333333,0.06444300202488491,17826
0.0001,13043,10,0.047519908094131966,0.06066666666666667,0.0634761101826864,23043
0.1,11739,10,0.045290302394466214,0.088,0.05160115563795958,21739
0.1,2608,10,0.04776465781867715,0.11466666666666667,0.04886828220942703,12608
0.1,10434,10,0.06170763494659671,0.07733333333333334,0.06941250630154526,20434
0.0001,14347,10,0.04769754956827719,0.05533333333333333,0.06479029606899668,24347
0.0001,20869,10,0.035854957985412536,0.058,0.05503330084702696,30869
0.0001,16956,10,0.055923048425968826,0.048,0.07166744763093368,26956
0.0001,18260,10,0.05117243253842456,0.05466666666666667,0.07050480633718462,28260
0.0001,15652,10,0.050783050792171186,0.048666666666666664,0.07006040767268781,25652
0.0001,19565,10,0.03779472947679809,0.058666666666666666,0.056213566429270716,29565
0.0001,22173,10,0.050167972303693374,0.056666666666666664,0.07266768434910677,32173
0.0001,23478,10,0.046677208810597844,0.05333333333333334,0.06792734172887757,33478
0.0001,26086,10,0.04036916050199659,0.043333333333333335,0.059873038505955475,36086
0.1,13043,10,0.05407610079251267,0.06666666666666667,0.06937186839444472,23043
0.0001,28695,10,0.03972999924704388,0.042666666666666665,0.06036340711192683,38695
0.0001,24782,10,0.04993406774772586,0.04533333333333334,0.07001261714993293,34782
0.0001,27391,10,0.04765699862550602,0.036,0.06537149068965252,37391
0.1,15652,10,0.049265949956224055,0.072,0.05403704226490769,25652
0.1,14347,10,0.052707463841304536,0.06933333333333333,0.0668092922204867,24347
2.0,0,10,0.042108337938425076,0.128,0.06014333503749465,10000
2.0,1304,10,0.03581461910033518,0.16,0.041134303184924045,11304
0.0001,30000,10,0.05002312771876532,0.035333333333333335,0.06643453177357705,40000
2.0,2608,10,0.033719283349532364,0.22466666666666665,0.04408901595434382,12608
0.1,16956,10,0.046197859852955166,0.068,0.05810615480781647,26956
2.0,3913,10,0.051208522472240926,0.19666666666666666,0.04936216751634041,13913
0.1,18260,10,0.04170610317749304,0.06333333333333334,0.05617315397591517,28260
0.1,20869,10,0.04635471425633868,0.05,0.06360793944354542,30869
0.0,0,10,0.042108337938425076,0.128,0.06014333503749465,10000
0.1,23478,10,0.04319778231618162,0.04733333333333333,0.055360195973815376,33478
0.1,22173,10,0.039175194716515586,0.05,0.05524404877150854,32173
0.1,19565,10,0.04065596356768765,0.05,0.05666175922333736,29565
2.0,6521,10,0.04157469536818471,0.184,0.062271717516596777,16521
