share,metric_value
0.0,71.85984542565129
0.0333,72.68649296209938
0.0666,70.95586402362623
0.09990000000000002,72.39905372288082
0.1332,72.15349578557039
0.1665,72.80698054102828
0.1998,71.81727954232711
0.23310000000000003,73.07609665818826
0.2664,70.9587252137317
0.2997,70.33788644797129
0.333,71.28439098972548
0.3663,72.5683218916095
0.3996,72.83983381637806
0.43290000000000006,74.32762012796826
0.46620000000000006,74.52610925609793
0.49950000000000006,74.29650551677722
0.5328,73.8709280740107
0.5661,74.45720480138348
0.5994,75.13447299453765
0.6327,76.86739622135178
0.666,78.96224222785037
0.6993,79.12257316251048
0.7326,76.39261028267609
0.7659,75.76388921321187
0.7992,76.16508385275095
0.8325000000000001,77.16026882516552
0.8658000000000001,75.8424214266913
0.8991000000000001,75.1192727879393
0.9324000000000001,74.33934192136239
0.9657000000000001,72.53999283210933
0.9990000000000001,73.48261321419943
1.0,74.02437032379824
share,metric_value
0.0,73.50622194555083
0.0333,74.67607402207575
0.0666,75.8230494033367
0.09990000000000002,76.04371920371143
0.1332,77.25556332049953
0.1665,77.25240315658891
0.1998,74.01472782866361
0.23310000000000003,74.74627590839104
0.2664,74.70781100236893
0.2997,73.39002620184118
0.333,74.7513181001234
0.3663,73.3155091163268
0.3996,73.79966235293764
0.43290000000000006,74.06803545587975
0.46620000000000006,73.66755533064216
0.49950000000000006,75.20232863510999
0.5328,74.60671273069136
0.5661,75.07116695562654
0.5994,75.34638200434247
0.6327,76.21905606987688
0.666,75.89086219521319
0.6993,74.45372678215914
0.7326,75.0639175712214
0.7659,75.81685565225436
0.7992,75.88486063816913
0.8325000000000001,77.4353241753275
0.8658000000000001,77.24131862267676
0.8991000000000001,76.74091028076622
0.9324000000000001,75.05018405941657
0.9657000000000001,73.0488833111829
0.9990000000000001,73.48258084704969
1.0,74.02437032379824
share,metric_value
0.0,76.22293356890118
0.0333,78.32761566674412
0.0666,78.58321914281036
0.09990000000000002,80.22447204918606
0.1332,83.03766315482869
0.1665,84.13414522150525
0.1998,82.89750762429621
0.23310000000000003,83.65807474029347
0.2664,81.96230519564693
0.2997,82.29621327073684
0.333,85.17739094588518
0.3663,87.51549465132045
0.3996,88.32841794670678
0.43290000000000006,90.32177644528932
0.46620000000000006,89.14527191086931
0.49950000000000006,91.89386479035545
0.5328,88.0808461748888
0.5661,90.7095013113719
0.5994,88.86675359246163
0.6327,90.0189919077022
0.666,91.14943653546926
0.6993,91.3521180819828
0.7326,87.54332202730752
0.7659,85.11791938682948
0.7992,84.98437995362768
0.8325000000000001,84.52169884684056
0.8658000000000001,83.15393752353741
0.8991000000000001,79.23552536831112
0.9324000000000001,75.57896897856546
0.9657000000000001,72.93495084858537
0.9990000000000001,73.48393135160072
1.0,74.02437032379824
