
share,metric_value
0.0,0.7533623901212427
0.0333,0.7567334207300044
0.0666,0.7572495645674926
0.09990000000000002,0.7540283818460412
0.1332,0.7449320191209183
0.1665,0.7419718820575368
0.1998,0.746720290558342
0.23310000000000003,0.7456348682436972
0.2664,0.7521054122739551
0.2997,0.753834039118015
0.333,0.7555935325630055
0.3663,0.7477653459092305
0.3996,0.7560424257193745
0.43290000000000006,0.748328706805995
0.46620000000000006,0.7454155813335354
0.49950000000000006,0.7475896339002158
0.5328,0.7524093021423696
0.5661,0.7467426491901181
0.5994,0.7470083038404207
0.6327,0.7420844976268647
0.666,0.737320355603841
0.6993,0.7347627934541531
0.7326,0.7410199543391015
0.7659,0.7425399289325999
0.7992,0.7448815881215285
0.8325000000000001,0.7426251231649992
0.8658000000000001,0.7495707980822729
0.8991000000000001,0.7471699495233468
0.9324000000000001,0.7512118086634058
0.9657000000000001,0.752050466586601
0.9990000000000001,0.7522369796225323
1.0,0.7484887848488272
share,metric_value
0.0,0.7505326712512195
0.0333,0.7494150249175948
0.0666,0.7447949288005187
0.09990000000000002,0.7467486295283604
0.1332,0.743612360835204
0.1665,0.7477536637091742
0.1998,0.7544519552949205
0.23310000000000003,0.7489699036054752
0.2664,0.7536819665624183
0.2997,0.7554834920700143
0.333,0.7523084920010413
0.3663,0.7606086639187835
0.3996,0.752942184832266
0.43290000000000006,0.7463893529822164
0.46620000000000006,0.7472955511929653
0.49950000000000006,0.7442045203383599
0.5328,0.7487514718316324
0.5661,0.7386979306686905
0.5994,0.7490332518447094
0.6327,0.7455588483712474
0.666,0.7469676055237167
0.6993,0.750946618179856
0.7326,0.751326813194572
0.7659,0.7486098635634327
0.7992,0.7577690754436823
0.8325000000000001,0.7483195147056922
0.8658000000000001,0.752236710471655
0.8991000000000001,0.7502042520368704
0.9324000000000001,0.7474672322489042
0.9657000000000001,0.745658640588368
0.9990000000000001,0.7522369116585517
1.0,0.7484887848488272
share,metric_value
0.0,0.7551720897642744
0.0333,0.7433254079849576
0.0666,0.7449881828316841
0.09990000000000002,0.742000655116974
0.1332,0.7322800728340932
0.1665,0.7336038762203565
0.1998,0.7356677275949066
0.23310000000000003,0.7276957889750032
0.2664,0.7303756331105503
0.2997,0.7237010641325635
0.333,0.7223418544628248
0.3663,0.71500196525761
0.3996,0.7104108988008618
0.43290000000000006,0.6944616692810003
0.46620000000000006,0.7051406565008955
0.49950000000000006,0.6987314942124552
0.5328,0.7090921142908021
0.5661,0.7020751620361898
0.5994,0.7108190278750818
0.6327,0.7058104422658862
0.666,0.7037948838450881
0.6993,0.7084599036820464
0.7326,0.7174346450632441
0.7659,0.7181000502282703
0.7992,0.7203939576688052
0.8325000000000001,0.718360453082126
0.8658000000000001,0.7213681221717656
0.8991000000000001,0.7316721969102197
0.9324000000000001,0.7377240988494834
0.9657000000000001,0.7495602909023649
0.9990000000000001,0.7522625091696418
1.0,0.7484887848488272
